id,No_voie,type_de_voie,voie,surface_carrez,type_local,surface_reelle,nombre_pieces_principales,departement
26211,14.0,AV,DU PROFESSEUR CADIOT,"74,02",Appartement,80,4,94
26212,12.0,VLA,ST PIERRE,"56,52",Appartement,63,3,94
26213,147.0,RUE,DU GENERAL LECLERC,"40,81",Appartement,40,2,94
26214,37.0,RUE,GABRIEL PERI,"37,8",Appartement,36,2,94
26215,51.0,RUE,DU VAL D OSNE,"42,81",Appartement,40,2,94
26216,38.0,QUAI,CARRIERES,"66,05",Appartement,66,1,94
26217,30.0,,DNE DE CHATEAU GAILLARD,"42,01",Appartement,39,2,94
26218,25.0,RUE,REPUBLIQUE,"64,48",Appartement,62,4,94
26219,24.0,AV,DE LA REPUBLIQUE,"39,02",Appartement,38,2,94
26220,5.0,AV,DU RAINCY,"20,69",Appartement,20,1,94
26221,11.0,RUE,DES PONTONS,"59,81",Appartement,56,3,94
26222,117.0,RUE,DE PARIS,"35,16",Appartement,45,2,94
26223,99.0,AV,DU GENERAL LECLERC,"79,85",Appartement,81,4,94
26224,4.0,RUE,GABRIEL PERI,"18,62",Appartement,28,2,94
26225,9.0,RUE,JEAN MERMOZ,"38,15",Appartement,42,2,94
26226,2.0,RUE,GEORGES GAUME,"85,05",Appartement,90,5,94
26227,5.0,RUE,FRANCOISE DOLTO,"94,15",Appartement,94,4,94
26228,17.0,AV,DE JOINVILLE,"39,04",Maison,40,3,94
26229,18.0,RUE,VOLTAIRE,"56,93",Appartement,57,3,94
26230,14.0,RUE,DU PRESIDENT KENNEDY,"40,39",Appartement,40,2,94
26231,7.0,RUE,MERCURE,"56,14",Appartement,53,3,94
26232,8.0,AV,DU BOIS GUIMIER,"29,04",Appartement,28,1,94
26233,47.0,RUE,VICTOR HUGO,"86,45",Appartement,90,4,94
26234,7.0,RUE,PAUL GAUGUIN,"74,87",Appartement,76,3,94
26235,12.0,PL,HENRI D ASTIER,"85,41",Appartement,84,4,94
26236,136.0,AV,LAFERRIERE,"25,36",Appartement,24,2,94
26237,31.0,RUE,DU VAL D OSNE,"28,8",Appartement,29,1,94
26238,4.0,RUE,DE L'ARCHEVECHE,"52,21",Appartement,52,3,94
26239,29.0,RUE,EUGENE SUE,"16,5",Appartement,16,1,94
26240,19.0,RUE,PAUL BERT,"47,24",Appartement,47,2,94
26241,127.0,RUE,DE PARIS,"50,49",Appartement,51,3,94
26242,7.0,AV,CHARLES PEGUY,"133,03",Maison,132,6,94
26243,160.0,RUE,DE PARIS,"31,81",Appartement,31,1,94
26244,5.0,RUE,GEORGES GAUME,"45,04",Appartement,46,2,94
26245,3.0,RUE,SAINT SIMON,"78,6",Appartement,79,4,94
26246,43.0,RUE,EMILE ZOLA,"77,56",Appartement,58,3,94
26247,27.0,AV,ANATOLE FRANCE,"70,24",Appartement,73,3,94
26248,10.0,RUE,VICTOR BASCH,"57,55",Appartement,56,3,94
26249,103.0,RUE,DU MARECHAL LECLERC,"35,54",Appartement,36,2,94
26250,17.0,RUE,DU MARECHAL JUIN,"47,14",Appartement,44,2,94
26251,13.0,AV,DU COMMANDANT RIVIERE,"19,57",Appartement,22,1,94
26252,9001.0,,RES DULAC PLAISANCE,"50,03",Appartement,53,3,94
26253,14.0,RUE,LT VAISSEAU ESTIENNE ORVES,"55,58",Appartement,56,3,94
26254,20.0,AV,MAL DE LATTRE DE TASSIGNY,"58,8",Appartement,59,3,94
26255,20.0,RUE,MARC SANGNIER,"50,94",Appartement,51,3,94
26256,262.0,RUE,DU MARECHAL LECLERC,"36,21",Appartement,36,2,94
26257,1.0,AV,DU CHEMIN DE PRESLES,"37,08",Appartement,37,1,94
26258,3.0,ALL,DE LA BUTTE BLANCHE,"53,89",Appartement,56,3,94
26259,52.0,QUAI,FERNAND SAGUET,69,Appartement,67,4,94
26260,12.0,RUE,DE LA PLUMERETTE,"57,15",Appartement,56,3,94
26261,128.0,BD,DE CHAMPIGNY,"60,31",Appartement,56,3,94
26262,42.0,AV,DE L ALMA,"21,57",Appartement,20,1,94
26263,3.0,RUE,PRESIDENT KENNEDY,"45,08",Appartement,45,2,94
26264,3.0,RUE,VASSAL,"38,94",Appartement,40,2,94
26265,15.0,BD,DES MURIERS,"14,04",Appartement,14,1,94
26266,80.0,RUE,EDOUARD VAILLANT,"49,47",Appartement,60,3,94
26267,104.0,AV,DU BAC,"87,29",Appartement,93,3,94
26268,33.0,RUE,MAL DE LATTRE DE TASSIGNY,"55,02",Appartement,55,3,94
26269,2.0,RUE,JEAN GABIN,"72,09",Appartement,72,3,94
26270,52.0,QUAI,FERNAND SAGUET,"67,65",Appartement,68,4,94
26271,10.0,RUE,HENRI BARBUSSE,"40,07",Appartement,37,2,94
26272,43.0,AV,DU GENERAL GALLIENI,"28,45",Appartement,31,2,94
26273,69.0,RUE,GARIBALDI,"64,56",Appartement,62,3,94
26274,15.0,AV,DU MAL LYAUTEY,"63,75",Appartement,55,3,94
26275,6.0,RUE,DES USINES PERIER,"45,2",Appartement,45,2,94
26276,1.0,RUE,GEORGES CLEMENCEAU,"65,07",Appartement,64,3,94
26277,8.0,RUE,EUGENE RENAULT,"58,66",Appartement,57,3,94
26278,8.0,RUE,DU 18 JUIN 1940,"54,53",Appartement,53,2,94
26279,66.0,AV,DE GRAVELLE,"27,4",Appartement,25,1,94
26280,32.0,RUE,SAINT HILAIRE,"118,15",Appartement,118,5,94
26281,23.0,RUE,VICTOR HUGO,"27,83",Appartement,28,2,94
26282,5.0,RUE,DU PETIT BEAUBOURG,"48,17",Appartement,48,3,94
26283,34.0,RUE,SAINT HILAIRE,"88,49",Appartement,89,3,94
26284,9001.0,SQ,DES MARGUERITES,"65,05",Appartement,65,4,94
26285,15.0,IMP,FIOCRE,"33,86",Appartement,35,2,94
26286,24.0,RUE,PELET DE LA LOZERE,"46,78",Appartement,40,3,94
26287,12.0,RUE,GABRIEL PERI,"35,02",Appartement,33,2,94
26288,7.0,RUE,MAURICE DEMENITROUX,"66,22",Appartement,63,4,94
26289,5.0,RUE,ROBERT FERRER,"42,45",Appartement,43,3,94
26290,14.0,AV,JOYEUSE,"70,05",Appartement,70,3,94
26291,12.0,RUE,D ANJOU,"52,19",Appartement,32,3,94
26292,24.0,RUE,LT VAISSEAU ESTIENNE ORVES,"55,91",Appartement,57,3,94
26293,20.0,RUE,DE LA PLUMERETTE,"84,52",Appartement,85,4,94
26294,1.0,AV,DU GENERAL LECLERC,"99,9",Appartement,98,5,94
26295,31.0,AV,MAL DE LATTRE DE TASSIGNY,"43,9",Appartement,38,2,94
26296,8.0,RUE,BOUGLIONE,"60,36",Appartement,60,3,94
26297,29.0,RUE,EDMOND NOCARD,"37,49",Appartement,40,3,94
26298,21.0,RUE,DE L UNION,"34,1",Appartement,34,2,94
26299,192.0,BD,DE CRETEIL,"75,36",Appartement,76,4,94
26300,16.0,AV,EMILE ZOLA,"90,72",Appartement,81,4,94
26301,8.0,RUE,JEAN MERMOZ,"57,45",Appartement,56,3,94
26302,12.0,BD,DE BELLECHASSE,"66,59",Appartement,60,2,94
26303,5.0,SQ,VERGNON,"47,29",Appartement,50,2,94
26304,11.0,AV,DE LA PLAGE,"54,14",Maison,40,3,94
26305,6.0,RUE,BOURGELAT,"66,45",Appartement,66,3,94
26306,174.0,AV,DE LA REPUBLIQUE,"29,87",Appartement,32,2,94
26307,102.0,AV,BEAUREPAIRE,"44,52",Appartement,45,2,94
26308,63.0,RUE,MAL DE LATTRE DE TASSIGNY,"43,91",Appartement,46,2,94
26309,83.0,RUE,DU 11 NOVEMBRE 1918,"63,2",Appartement,67,3,94
26310,66.0,AV,DU CLOS,"74,35",Appartement,76,3,94
26311,3.0,RUE,LOUIS BLANC,"25,5",Appartement,26,1,94
26312,64.0,RUE,DE PARIS,"84,01",Appartement,84,4,94
26313,69.0,AV,DU MESNIL,"47,46",Appartement,50,2,94
26314,7.0,RUE,RAYMOND JACLARD,"50,13",Appartement,51,2,94
26315,27.0,AV,MAL DE LATTRE DE TASSIGNY,"91,5",Appartement,91,4,94
26316,21.0,RUE,ARTHUR CROQUETTE,"42,61",Appartement,40,3,94
26317,108.0,RUE,VERON,"83,8",Appartement,83,4,94
26318,4.0,AV,SAINT LOUIS,"27,24",Appartement,28,1,94
26319,25.0,RUE,LEDRU ROLLIN,"140,89",Appartement,166,7,94
26320,86.0,AV,DU GENERAL GALLIENI,"18,17",Appartement,20,1,94
26321,99.0,RUE,PETIT CHATEAU,"47,73",Appartement,49,2,94
26322,1.0,RUE,DE GRENOBLE,"68,04",Appartement,63,3,94
26323,1.0,RUE,ADAM,"65,8",Appartement,74,3,94
26324,71.0,RUE,DE CHARENTON,"80,97",Appartement,80,4,94
26325,75.0,AV,FOCH,"61,55",Appartement,60,4,94
26326,44.0,RUE,DES SARRAZINS,"53,18",Appartement,54,2,94
26327,18.0,RUE,ARISTIDE BRIAND,"96,44",Appartement,85,5,94
26328,145.0,AV,DU MARECHAL FOCH,"36,74",Appartement,38,2,94
26329,34.0,AV,DE LA REPUBLIQUE,"68,94",Appartement,69,3,94
26330,13.0,RUE,EDMOND NOCARD,"36,11",Appartement,35,2,94
26331,27.0,RUE,DE COTONOU,"59,46",Appartement,60,3,94
26332,28.0,AV,JEAN JAURES,"27,49",Appartement,30,1,94
26333,31.0,RUE,DU 42E DE LIGNE,"31,2",Appartement,31,2,94
26334,35.0,RUE,GABRIEL PERI,"33,86",Appartement,33,1,94
26335,3.0,RUE,ETIENNE MEHUL,"92,2",Appartement,92,4,94
26336,92.0,RUE,DE PARIS,"88,02",Appartement,86,3,94
26337,51.0,RUE,DU VAL D OSNE,"45,43",Appartement,40,2,94
26338,11.0,PAS,IMBERDIS,"79,74",Appartement,76,4,94
26339,11.0,RUE,DES PONTONS,"68,45",Appartement,68,3,94
26340,118.0,AV,MAHIEU,"28,14",Appartement,27,1,94
26341,166.0,RUE,JEAN JAURES,"57,98",Appartement,60,3,94
26342,53.0,RUE,VICTOR HUGO,"29,68",Appartement,38,2,94
26343,19.0,QUAI,DE LA MARNE,"86,34",Appartement,84,4,94
26344,26.0,RUE,VICTOR HUGO,"25,02",Appartement,20,2,94
26345,9.0,RUE,DE PARIS,"18,83",Appartement,17,1,94
26346,25.0,RUE,CARNOT,"13,53",Appartement,20,1,94
26347,2.0,RUE,ERNEST RENAN,"20,32",Appartement,21,1,94
26348,12.0,AV,DE LA MARNE,"57,61",Appartement,57,3,94
26349,8.0,RUE,DE TOURS,"59,19",Maison,58,3,94
26350,156.0,RUE,DE PARIS,"32,67",Appartement,33,2,94
26351,129.0,AV,PIERRE SEMARD,"30,65",Appartement,31,2,94
26352,18.0,RUE,GUERIN,"50,2",Appartement,88,2,94
26353,137.0,AV,PIERRE SEMARD,"38,36",Appartement,38,3,94
26354,2.0,VLA,ST PIERRE,"82,02",Appartement,80,4,94
26355,72.0,RUE,DU 11 NOVEMBRE 1918,"32,02",Appartement,32,1,94
26356,10.0,,DNE DE CHATEAU GAILLARD,"50,03",Appartement,50,3,94
26357,5.0,QUAI,DE LA REPUBLIQUE,"74,97",Appartement,76,3,94
26358,27.0,AV,GODEFROY CAVAIGNAC,"54,19",Appartement,55,2,94
26359,11.0,RUE,SAINT PIERRE,"52,71",Appartement,57,5,94
26360,1.0,VLA,MARIOTTE,"34,6",Appartement,34,2,94
26361,2.0,VLA,DES VIGNES,"68,76",Appartement,65,3,94
26362,12.0,RUE,SAVIGNAT,"47,68",Appartement,46,2,94
26363,12.0,VLA,ST PIERRE,"55,04",Appartement,54,3,94
26364,12.0,AV,DU BOIS GUIMIER,"34,45",Appartement,40,2,94
26365,76.0,AV,JOFFRE,"50,44",Appartement,47,3,94
26366,2.0,AV,DU MIDI,"29,94",Appartement,30,1,94
26367,25.0,RUE,JULES JOFFRIN,"67,96",Appartement,68,3,94
26368,2.0,RUE,ADAM,"52,79",Appartement,44,2,94
26369,4.0,RUE,DE BRETAGNE,"54,29",Appartement,54,2,94
26370,29.0,RUE,DE PARIS,"35,9",Appartement,37,2,94
26371,5.0,AV,ALEXIS PESSOT,"80,06",Appartement,81,3,94
26372,4.0,AV,AUGUSTE MARIN,"33,42",Appartement,33,2,94
26373,127.0,RUE,JEAN JAURES,"15,68",Appartement,15,1,94
26374,85.0,BD,DE LA MARNE,"28,63",Appartement,36,1,94
26375,23.0,CHE,LATERAL,"18,47",Appartement,18,1,94
26376,60.0,AV,ANDREE,"56,27",Appartement,58,2,94
26377,30.0,RUE,CHARLES-GUSTAVE STOSKOPF,"59,72",Appartement,59,3,94
26378,14.0,RUE,DU CADRAN,"72,34",Appartement,73,3,94
26379,41.0,AV,MARINVILLE,"58,72",Appartement,58,4,94
26380,61.0,AV,DU GENERAL DE GAULLE,"9,62",Appartement,1,1,94
26381,19.0,QUAI,BLANQUI,"17,83",Appartement,23,1,94
26382,84.0,QUAI,DU PETIT PARC,"87,11",Appartement,88,3,94
26383,31.0,AV,MAL DE LATTRE DE TASSIGNY,"64,97",Appartement,53,2,94
26384,72.0,RUE,DU 11 NOVEMBRE 1918,"67,83",Appartement,69,3,94
26385,6.0,RUE,LATERALE,"113,67",Appartement,112,5,94
26386,39.0,RUE,ROGER GIRODIT,"61,72",Appartement,62,3,94
26387,193.0,RUE,DE PARIS,"52,54",Appartement,53,3,94
26388,13.0,RUE,DU CHEMIN VERT,"31,79",Appartement,30,2,94
26389,99.0,AV,DU GENERAL LECLERC,"82,46",Appartement,81,4,94
26390,52.0,RUE,ETIENNE DOLET,"56,91",Appartement,57,3,94
26391,7.0,AV,D ORADOUR SUR GLANE,"54,3",Appartement,53,2,94
26392,145.0,RUE,JEAN JAURES,"50,41",Appartement,52,2,94
26393,82.0,AV,GUY MOQUET,"17,86",Appartement,18,1,94
26394,49.0,RUE,VERON,"20,16",Appartement,20,1,94
26395,147.0,RUE,DU GENERAL LECLERC,"86,77",Appartement,87,4,94
26396,21.0,RUE,VICTOR HUGO,"61,25",Appartement,65,3,94
26397,7.0,AV,JEAN JAURES,"25,74",Appartement,25,1,94
26398,6.0,AV,JOSEPH JOUGLA,"67,91",Maison,73,4,94
26399,82.0,AV,CARNOT,"65,93",Appartement,66,3,94
26400,38.0,AV,FRANCOIS ADAM,"84,77",Appartement,81,4,94
26401,87.0,AV,MAGELLAN,"48,71",Appartement,47,2,94
26402,135.0,RUE,DE PARIS,"52,11",Appartement,50,3,94
26403,2.0,RUE,SEMINAIRE DE CONFLANS,"29,9",Appartement,29,1,94
26404,71.0,RUE,DE PARIS,"96,2",Appartement,95,4,94
26405,61.0,RUE,DE MESLY,"89,02",Appartement,91,4,94
26406,24.0,RUE,MARCEL BOURDARIAS,"29,13",Appartement,30,1,94
26407,8.0,MAIL,DE LA RESISTANCE,"34,37",Appartement,35,2,94
26408,47.0,AV,GAMBETTA,"97,23",Appartement,97,4,94
26409,12.0,RUE,DES LILAS,"65,62",Appartement,68,4,94
26410,11.0,ALL,MOULIN DES CORBEAUX,"64,01",Appartement,65,3,94
26411,43.0,AV,DU GENERAL GALLIENI,"50,93",Appartement,51,3,94
26412,30.0,BD,RABELAIS,"89,06",Appartement,89,5,94
26413,30.0,RUE,ADRIEN DAMALIX,"30,93",Appartement,28,2,94
26414,9.0,AV,DIDEROT,"31,28",Appartement,31,2,94
26415,14.0,RUE,DU CADRAN,"72,02",Appartement,73,3,94
26416,37.0,QUAI,DE LA PIE,"47,74",Appartement,47,2,94
26417,6.0,RUE,BOURGELAT,"68,99",Appartement,67,3,94
26418,4.0,MAIL,DE LA RESISTANCE,"55,01",Appartement,54,3,94
26419,16.0,RUE,OLYMPE DE GOUGES,"55,61",Appartement,55,3,94
26420,22.0,AV,VERGNIAUD,"32,71",Appartement,25,1,94
26421,5.0,ALL,OPHULS,"67,45",Appartement,66,3,94
26422,62.0,AV,DU GENERAL LECLERC,"45,07",Appartement,45,2,94
26423,25.0,RUE,DE LYON,"51,94",Appartement,52,2,94
26424,39.0,RUE,DE CHARENTON,"52,61",Appartement,54,2,94
26425,98.0,AV,DU GENERAL LECLERC,"53,6",Appartement,52,3,94
26426,42.0,AV,DE BONNEUIL,"69,46",Appartement,52,3,94
26427,82.0,RUE,DE PARIS,"47,37",Appartement,47,3,94
26428,55.0,AV,MISS CAVELL,"31,54",Appartement,32,2,94
26429,60.0,RUE,DU GENERAL LECLERC,"78,98",Appartement,80,4,94
26430,7.0,AV,MAGELLAN,"79,4",Appartement,79,4,94
26431,13.0,RUE,ALEXANDRE,"19,7",Appartement,20,1,94
26432,155.0,AV,DE LA REPUBLIQUE,"44,18",Appartement,45,3,94
26433,17.0,VLA,PETIT PARC,"100,78",Appartement,100,5,94
26434,31.0,RUE,CAMILLE MOUQUET,"102,7",Appartement,98,4,94
26435,7.0,RUE,ANDRE BOLLIER,"107,18",Maison,104,5,94
26436,60.0,AV,DU PORT AU FOUARRE,"52,73",Appartement,52,2,94
26437,24.0,RUE,PIERRON,"49,2",Appartement,42,3,94
26438,28.0,RUE,DU FOUR,"48,42",Appartement,50,2,94
26439,28.0,AV,DE BOISSY,"72,83",Appartement,76,4,94
26440,16.0,RUE,DE L UNION,"21,76",Appartement,22,1,94
26441,99.0,AV,DU GENERAL LECLERC,"81,34",Appartement,81,4,94
26442,3.0,RUE,CLAUDE MONET,"50,3",Appartement,50,2,94
26443,7.0,RUE,DE LONDRES,"54,51",Appartement,52,3,94
26444,71.0,RUE,DU MARECHAL LECLERC,"40,04",Appartement,40,2,94
26445,8.0,CRS,DES JUILLIOTTES,"54,2",Appartement,54,2,94
26446,53.0,RUE,VICTOR HUGO,"35,43",Appartement,36,2,94
26447,24.0,RUE,EDMOND NOCARD,"57,3",Appartement,56,3,94
26448,14.0,RUE,LT VAISSEAU ESTIENNE ORVES,"36,01",Appartement,50,1,94
26449,4.0,VLA,MARIOTTE,"46,96",Appartement,45,2,94
26450,10.0,RUE,SAVIGNAT,"55,29",Appartement,56,3,94
26451,11.0,RUE,DU GENERAL LECLERC,"45,47",Appartement,53,3,94
26452,19.0,RUE,DE PARIS,"31,76",Appartement,30,2,94
26453,6.0,RUE,BOURGELAT,"62,65",Appartement,62,3,94
26454,5.0,AV,DE LATTRE DE TASSIGNY,"58,06",Appartement,56,3,94
26455,28.0,AV,JEAN JAURES,"29,13",Appartement,28,1,94
26456,50.0,BD,CARNOT,"40,99",Appartement,41,2,94
26457,197.0,RUE,DE PARIS,"15,9",Appartement,13,1,94
26458,4.0,VLA,MARIOTTE,"21,47",Appartement,20,2,94
26459,96.0,RUE,VERON,"25,15",Appartement,25,2,94
26460,56.0,RUE,DES PINSONS,"39,73",Appartement,41,2,94
26461,137.0,RUE,VERON,"62,85",Appartement,62,3,94
26462,4.0,AV,CURIE,"21,3",Appartement,21,1,94
26463,26.0,AV,DU PROFESSEUR CADIOT,"67,96",Appartement,65,4,94
26464,17.0,RUE,CHARLES DE GAULLE,36,Appartement,35,2,94
26465,102.0,AV,DU GENERAL DE GAULLE,"14,82",Appartement,12,1,94
26466,56.0,AV,DE LA REPUBLIQUE,"39,52",Appartement,40,2,94
26467,135.0,RUE,DU MARECHAL LECLERC,"78,56",Appartement,69,4,94
26468,34.0,BD,DU MAL LECLERC,"63,03",Appartement,62,4,94
26469,96.0,AV,DU GENERAL LECLERC,"56,47",Appartement,56,4,94
26470,1.0,RUE,DE ROME,"95,52",Appartement,94,5,94
26471,222.0,RUE,DU MARECHAL LECLERC,"72,35",Appartement,75,3,94
26472,42.0,RUE,DE CHAMPAGNE,"68,37",Appartement,67,4,94
26473,19.0,RUE,DU VAL D OSNE,"32,55",Appartement,32,3,94
26474,21.0,RUE,DE LA VARENNE,"101,67",Appartement,106,3,94
26475,7.0,RUE,HALIFAX,"96,74",Appartement,97,4,94
26476,4.0,RUE,LHOMME,"63,26",Appartement,63,3,94
26477,18.0,RUE,VOLTAIRE,"47,19",Appartement,47,2,94
26478,47.0,RUE,DES CAMELIAS,"53,88",Appartement,56,3,94
26479,4.0,RUE,FERNET,"38,19",Appartement,43,2,94
26480,19.0,RUE,DE LA PLUMERETTE,"37,25",Appartement,37,1,94
26481,29.0,AV,DE CONDE,"51,25",Appartement,49,3,94
26482,28.0,AV,DU GENERAL GALLIENI,"68,76",Appartement,61,3,94
26483,19.0,VLA,PETIT PARC,"65,97",Appartement,65,3,94
26484,57.0,RUE,DE MESLY,"48,41",Appartement,48,3,94
26485,31.0,RUE,DE FALKIRK,"34,81",Appartement,34,1,94
26486,25.0,RUE,DU 18 JUIN 1940,"65,92",Appartement,66,3,94
26487,166.0,RUE,DE PARIS,"36,34",Appartement,36,2,94
26488,47.0,AV,PRESIDENT WILSON,"60,72",Appartement,60,3,94
26489,25.0,PL,SALVADOR ALLENDE,70,Appartement,70,3,94
26490,23.0,QUAI,CARRIERES,"91,07",Appartement,70,4,94
26491,16.0,RUE,DE L UNION,"21,54",Appartement,21,1,94
26492,8.0,RUE,EMILE BLIN,"20,5",Appartement,25,1,94
26493,68.0,RUE,DU COLONEL FABIEN,"21,13",Appartement,21,1,94
26494,5.0,RUE,GEORGES POMPIDOU,"26,72",Appartement,28,1,94
26495,1.0,RUE,PIERRE ET MARIE CURIE,"39,39",Appartement,39,2,94
26496,18.0,RUE,QUATORZE JUILLET,"42,47",Appartement,41,2,94
26497,11.0,RUE,CONDORCET,"30,69",Appartement,38,1,94
26498,9.0,AV,GARENNIERE,"68,74",Appartement,75,4,94
26499,25.0,RUE,JULES VALLES,"49,45",Maison,31,1,94
26500,20.0,RUE,PIERRE SEMARD,"17,75",Appartement,18,1,94
26501,5.0,RUE,L'INSURRECTION PARISIENNE,"28,73",Appartement,35,2,94
26502,3.0,ALL,MULATRESSE SOLITUDE,"68,02",Appartement,67,3,94
26503,18.0,RUE,PAUL CARLE,"41,57",Appartement,42,2,94
26504,9.0,RUE,DAUPHIN,"29,95",Appartement,30,2,94
26505,87.0,AV,DE PARIS,"19,04",Appartement,16,1,94
26506,27.0,RUE,LOUISE AGLAE CRETTE,"64,46",Appartement,63,4,94
26507,45.0,AV,DU PRESIDENT ROOSEVELT,"53,95",Appartement,50,3,94
26508,56.0,RUE,MIRABEAU,"27,5",Appartement,28,2,94
26509,39.0,RUE,PAUL HOCHART,"51,05",Appartement,50,2,94
26510,4.0,RUE,GEORGES VIGOR,"49,04",Appartement,49,3,94
26511,32.0,RUE,BARBES,"50,54",Appartement,49,3,94
26512,35.0,AV,DE L AERODROME,"65,95",Appartement,65,3,94
26513,6.0,RUE,QUATORZE JUILLET,"46,1",Appartement,48,2,94
26514,2.0,AV,PAUL VAILLANT COUTURIER,"55,15",Appartement,59,3,94
26515,18.0,RUE,GASTON MONMOUSSEAU,"67,86",Appartement,66,4,94
26516,14.0,AV,DU PRESIDENT WILSON,"80,36",Appartement,75,5,94
26517,70.0,AV,DU GEN DE GAULLE,"73,02",Appartement,73,3,94
26518,7.0,AV,DU BOUT DE LA VILLE,"64,05",Appartement,65,3,94
26519,4.0,RUE,GUILLAUME COLLETET,"52,03",Appartement,52,3,94
26520,14.0,RUE,MARIO CAPRA,"86,57",Appartement,85,4,94
26521,51.0,RUE,LENINE,"49,17",Appartement,44,3,94
26522,50.0,RUE,VICTOR BASCH,"29,26",Appartement,29,1,94
26523,4.0,,RES DE LA TUILERIE,"70,56",Appartement,71,3,94
26524,18.0,AV,JEAN JAURES,"68,12",Appartement,68,3,94
26525,17.0,RUE,LAFOUGE,"19,12",Appartement,18,1,94
26526,96.0,RUE,DE CHEVILLY,"66,07",Appartement,66,4,94
26527,8.0,RUE,RASPAIL,"31,49",Appartement,28,2,94
26528,3.0,ALL,D'ORMESSON,"37,3",Appartement,38,1,94
26529,2.0,RUE,WALDECK ROUSSEAU,"13,1",Appartement,12,1,94
26530,23.0,RUE,ALGESIRAS,"32,35",Appartement,31,3,94
26531,19.0,RUE,CHOISY,"27,4",Appartement,25,2,94
26532,68.0,RUE,EMILE ZOLA,"55,65",Appartement,55,3,94
26533,173.0,RUE,GABRIEL PERI,"65,69",Appartement,64,3,94
26534,19.0,RUE,CHOISY,42,Maison,35,2,94
26535,19.0,RUE,CHOISY,"41,8",Appartement,35,2,94
26536,19.0,RUE,CHOISY,"42,6",Maison,25,2,94
26537,29.0,AV,GENERAL LECLERC,"59,6",Appartement,60,3,94
26538,30.0,RUE,DU GENERAL LECLERC,"27,32",Maison,27,2,94
26539,22.0,RUE,DU GENERAL LECLERC,"11,28",Appartement,11,1,94
26540,3.0,BD,DES ALLIES,"58,39",Appartement,58,3,94
26541,3.0,VLA,CARNOT,"24,08",Maison,20,2,94
26542,44.0,RUE,CAMILLE DESMOULINS,"77,61",Appartement,75,4,94
26543,21.0,RUE,LAVOISIER,"38,12",Appartement,38,2,94
26544,91.0,AV,MAURICE THOREZ,"20,75",Appartement,21,1,94
26545,73.0,RUE,JEAN JAURES,"78,24",Appartement,78,3,94
26546,111.0,AV,FLOUQUET,"61,55",Appartement,61,3,94
26547,42.0,AV,DE LA REPUBLIQUE,"47,77",Appartement,48,2,94
26548,66.0,BD,PAUL VAILLANT COUTURIER,"55,62",Appartement,55,4,94
26549,14.0,ALL,GEORGES BRAQUE,"56,21",Appartement,59,3,94
26550,50.0,RUE,JULES LAGAISSE,"46,8",Appartement,59,2,94
26551,10.0,AV,LOUIS ARAGON,37,Appartement,36,2,94
26552,2.0,PL,INSURRECTION D AOUT 1944,"10,6",Appartement,46,3,94
26553,72.0,AV,D ALFORTVILLE,"50,4",Appartement,81,3,94
26554,2.0,AV,DU GEN DE GAULLE,"88,9",Appartement,94,4,94
26555,2.0,RUE,DE LA COMMUNE,"49,88",Appartement,48,3,94
26556,16.0,RUE,DE PROVENCE,"60,2",Appartement,60,4,94
26557,10.0,RUE,MARGUERITE CHAPON,"36,54",Appartement,37,2,94
26558,83.0,AV,DE VERSAILLES,"77,18",Appartement,77,4,94
26559,1.0,AV,ARISTIDE BRIAND,"40,94",Appartement,40,3,94
26560,61.0,RUE,HENRI BARBUSSE,"35,3",Appartement,36,2,94
26561,10.0,PAS,RIVIERE,"96,88",Appartement,111,3,94
26562,50.0,BD,DE BRANDEBOURG,"17,75",Appartement,17,1,94
26563,38.0,RUE,EMILE ZOLA,"11,44",Appartement,12,1,94
26564,56.0,RUE,DE LA CONVENTION,"36,96",Appartement,39,2,94
26565,1.0,RUE,JEAN MOULIN,"64,35",Appartement,64,3,94
26566,11.0,RUE,JEAN BONNEFOIX,"65,26",Appartement,68,3,94
26567,17.0,AV,DE LA CROIX DU SUD,"97,1",Appartement,102,5,94
26568,72.0,AV,D ALFORTVILLE,"62,29",Appartement,57,3,94
26569,154.0,AV,DE VERSAILLES,"65,73",Appartement,66,3,94
26570,58.0,AV,DE VERSAILLES,"66,94",Appartement,65,4,94
26571,20.0,RUE,ADRIEN TESSIER,"95,39",Appartement,89,4,94
26572,39.0,RUE,DANTON,21,Appartement,20,1,94
26573,56.0,AV,DE LA REPUBLIQUE,"74,93",Appartement,74,4,94
26574,48.0,RUE,DU GENERAL LECLERC,"35,63",Appartement,22,2,94
26575,2.0,AV,DU GEN DE GAULLE,"48,47",Appartement,53,2,94
26576,164.0,RUE,DU LIEUTENANT PETIT LEROY,"42,32",Appartement,42,2,94
26577,67.0,RUE,BIZET,"21,45",Appartement,21,2,94
26578,43.0,RUE,CAMILLE BLANC,"65,9",Appartement,70,4,94
26579,100.0,RUE,CHOISY,"42,15",Appartement,44,2,94
26580,78.0,RUE,GABRIEL PERI,"90,53",Appartement,90,4,94
26581,1.0,AV,DE LA CROIX DU SUD,61,Appartement,69,3,94
26582,1.0,ALL,DE BIEVRES,"78,51",Appartement,79,5,94
26583,17.0,RUE,MICHELET,"73,01",Appartement,73,4,94
26584,36.0,AV,LUCIEN GRELINGER,"39,48",Appartement,38,2,94
