id,No_voie,type_de_voie,voie,surface_carrez,type_local,surface_reelle,nombre_pieces_principales,departement
25833,17.0,RUE,I ET F JOLIOT CURIE,"81,77",Appartement,83,4,93
25834,173.0,RUE,DE PARIS,"17,44",Appartement,18,2,93
25835,47.0,AV,DU PRESIDENT WILSON,"61,35",Appartement,61,3,93
25836,11.0,AV,DROUOT,"61,57",Appartement,23,2,93
25837,75.0,RUE,HOCHE,"98,11",Appartement,101,3,93
25838,12.0,RUE,DANTON,"70,22",Appartement,70,3,93
25839,12.0,MAIL,DU CENTRE VILLE,"67,1",Appartement,66,3,93
25840,104.0,RUE,DU GEN LECLERC,"39,65",Appartement,39,2,93
25841,16.0,RUE,DES CHANTEREINES,54,Appartement,54,2,93
25842,11.0,RUE,MONTGOLFIER,"62,56",Maison,33,2,93
25843,2.0,RUE,SAINT DENIS,"88,7",Appartement,87,4,93
25844,11.0,RUE,DES MYOSOTIS,"88,75",Appartement,89,4,93
25845,50.0,RUE,DE LA REVOLUTION,"73,57",Appartement,70,3,93
25846,132.0,RUE,HOCHE,"103,15",Appartement,104,5,93
25847,151.0,RUE,DU GEN LECLERC,"64,85",Appartement,65,3,93
25848,31.0,AV,DU GEN DE GAULLE,"26,5",Appartement,26,1,93
25849,21.0,AV,DU GEN DE GAULLE,"23,06",Appartement,23,1,93
25850,45.0,RUE,DU GEN LECLERC,71,Appartement,75,3,93
25851,87.0,RUE,MARCEAU,"57,25",Appartement,60,3,93
25852,13.0,RUE,DE LA RENARDIERE,"63,57",Maison,46,5,93
25853,39.0,RUE,CARNOT,"93,27",Appartement,94,5,93
25854,59.0,RUE,DE LA FRATERNITE,17,Appartement,18,1,93
25855,70.0,AV,FAIDHERBE,"73,46",Appartement,73,3,93
25856,21.0,RUE,DU CAPITAINE DREYFUS,"45,4",Appartement,45,2,93
25857,1.0,RUE,DE NEUILLY,"24,18",Appartement,25,2,93
25858,26.0,BD,ROUGET DE LISLE,"99,6",Appartement,55,2,93
25859,47.0,AV,DU RAINCY,63,Appartement,65,3,93
25860,41.0,AV,DU RAINCY,"77,35",Appartement,77,3,93
25861,57.0,RUE,ERNEST SAVART,"26,3",Appartement,27,1,93
25862,14.0,AV,OUTREBON,"56,57",Appartement,54,3,93
25863,14.0,PL,CARNOT,"17,2",Appartement,19,1,93
25864,180.0,GR,GRANDE RUE,"90,01",Appartement,93,4,93
25865,85.0,RUE,DE LA SOLIDARITE,"77,28",Appartement,52,4,93
25866,18.0,RUE,EMILE REYNAUD,"52,12",Appartement,55,2,93
25867,141.0,RUE,VICTOR HUGO,"64,11",Appartement,65,3,93
25868,9.0,RUE,CARNOT,"22,15",Appartement,31,2,93
25869,9.0,PL,DU GENERAL DE GAULLE,"83,41",Appartement,82,4,93
25870,77.0,AV,ANATOLE FRANCE,"30,47",Appartement,32,2,93
25871,6.0,RUE,MARGUERITE YOURCENAR,"19,71",Appartement,19,1,93
25872,27.0,RUE,DES CHANTEREINES,"49,58",Appartement,49,2,93
25873,43.0,RUE,LENAIN DE TILLEMONT,"60,41",Appartement,60,3,93
25874,12.0,RUE,RAPATEL,"28,8",Appartement,29,2,93
25875,7.0,RUE,DU POTAGER,"25,68",Appartement,25,1,93
25876,183.0,BD,ARISTIDE BRIAND,"54,61",Appartement,54,3,93
25877,134.0,RUE,BABEUF,"48,97",Appartement,49,2,93
25878,99.0,RUE,DE ROMAINVILLE,"42,49",Appartement,44,2,93
25879,13.0,RUE,DES MYOSOTIS,"88,25",Appartement,89,4,93
25880,93.0,BD,D AULNAY,"32,18",Appartement,31,1,93
25881,131.0,RUE,DE PARIS,"34,6",Appartement,38,2,93
25882,39.0,BD,P VAILLANT COUTURIER,"52,75",Appartement,48,3,93
25883,40.0,AV,PASTEUR,"28,45",Appartement,28,1,93
25884,2.0,RUE,POTTIER,"54,26",Appartement,52,2,93
25885,23.0,RUE,MARC VIEVILLE,"85,05",Appartement,94,4,93
25886,1.0,RUE,POUSSIN,"103,59",Appartement,103,4,93
25887,110.0,AV,DU PRESIDENT WILSON,"63,59",Appartement,63,3,93
25888,131.0,RUE,DE PARIS,"47,56",Appartement,46,2,93
25889,12.0,RUE,COLBERT,"15,7",Appartement,17,1,93
25890,37.0,BD,ROUGET DE LISLE,"49,1",Appartement,47,3,93
25891,6.0,RUE,BONOUVRIER,"168,6",Appartement,170,4,93
25892,39.0,RUE,GAMBETTA,"53,41",Appartement,53,2,93
25893,15.0,RUE,DU MARAIS,"59,8",Appartement,55,2,93
25894,14.0,RUE,VALENTIN HAUY,"66,9",Appartement,67,3,93
25895,6.0,RUE,DES MYOSOTIS,"52,82",Appartement,53,2,93
25896,10.0,RUE,HURAUT,"32,8",Appartement,32,1,93
25897,1.0,ALL,D OBERNAI,"81,51",Appartement,80,4,93
25898,36.0,BD,CHANZY,"61,7",Appartement,62,3,93
25899,50.0,RUE,MOLIERE,"27,13",Appartement,26,1,93
25900,12.0,MAIL,DU CENTRE VILLE,"50,67",Appartement,50,3,93
25901,33.0,RUE,SAINT DENIS,"76,32",Appartement,73,4,93
25902,21.0,RUE,DESIRE CHEVALIER,"55,35",Appartement,66,3,93
25903,29.0,AV,DU GEN DE GAULLE,"74,13",Appartement,73,3,93
25904,41.0,RUE,DE ROMAINVILLE,"72,8",Appartement,73,4,93
25905,96.0,GR,GRANDE RUE,"43,6",Appartement,47,2,93
25906,6.0,RUE,BEAUMARCHAIS,"40,04",Appartement,40,2,93
25907,11.0,RUE,DU QUATRIEME ZOUAVE,"19,37",Appartement,20,1,93
25908,21.0,AV,DE L OUEST,"77,95",Appartement,56,3,93
25909,39.0,RUE,RICHARD GARDEBLED,"80,35",Appartement,83,4,93
25910,20.0,RUE,DU SERGENT GODEFROY,"61,57",Appartement,61,3,93
25911,2.0,ALL,FRANCIS POULENC,"50,21",Appartement,50,2,93
25912,40.0,RUE,DU SERGENT BOBILLOT,"33,72",Appartement,34,2,93
25913,134.0,RUE,SAINT DENIS,"61,69",Appartement,61,4,93
25914,28.0,BD,ARISTIDE BRIAND,"46,76",Appartement,45,2,93
25915,11.0,RUE,DIDEROT,"73,77",Appartement,76,3,93
25916,25.0,AV,OUTREBON,"30,27",Appartement,30,2,93
25917,1.0,ALL,DE SAVERNE,"66,04",Appartement,66,3,93
25918,38.0,RUE,DE VINCENNES,"30,69",Appartement,31,2,93
25919,54.0,RUE,ROBESPIERRE,"85,2",Appartement,83,3,93
25920,9.0,RUE,DES MYOSOTIS,"98,72",Appartement,100,5,93
25921,14.0,PL,CARNOT,"19,4",Appartement,19,1,93
25922,10.0,GR,GRANDE RUE,"26,2",Appartement,26,1,93
25923,33.0,RUE,DES TULIPIERS,"40,14",Appartement,40,2,93
25924,116.0,RUE,DE LAGNY,"23,69",Appartement,23,1,93
25925,16.0,RUE,DE SAINT ANTOINE,"71,35",Maison,60,3,93
25926,9.0,RUE,DES EPERNONS,"102,72",Appartement,94,3,93
25927,42.0,RUE,EDOUARD VAILLANT,"78,62",Appartement,80,3,93
25928,187.0,RUE,LENAIN DE TILLEMONT,"77,2",Maison,79,3,93
25929,30.0,RUE,HONORE DE BALZAC,"63,3",Appartement,63,3,93
25930,27.0,RUE,DESGRANGES,"38,83",Appartement,38,3,93
25931,180.0,GR,GRANDE RUE,"85,4",Appartement,89,4,93
25932,3.0,RUE,ROGER RAMEAU,"30,2",Appartement,30,1,93
25933,3.0,RUE,D'AURION,"18,96",Appartement,18,1,93
25934,162.0,GR,GRANDE RUE,"22,17",Appartement,23,1,93
25935,15.0,RUE,CLOTILDE GAILLARD,"35,89",Appartement,34,1,93
25936,35.0,AV,GUSTAVE RODET,"61,11",Appartement,55,3,93
25937,19.0,RUE,DES DEUX COMMUNES,"37,29",Appartement,43,2,93
25938,17.0,RUE,DANTON,"25,65",Appartement,26,1,93
25939,3.0,RUE,D'AURION,"29,02",Appartement,29,2,93
25940,2.0,RUE,HUSSENET,"88,4",Appartement,88,4,93
25941,72.0,BD,JEANNE D ARC,"14,01",Appartement,14,1,93
25942,13.0,AV,PAUL LANGEVIN,"28,8",Appartement,28,2,93
25943,1.0,RUE,MARCEAU,"22,58",Appartement,29,1,93
25944,13.0,RUE,JEAN ALLEMANE,"76,03",Appartement,68,4,93
25945,38.0,RUE,RAPATEL,"32,72",Appartement,35,2,93
25946,5.0,RUE,LUCIEN PIRON,"54,3",Appartement,55,2,93
25947,53.0,RUE,ROBESPIERRE,"23,01",Appartement,24,1,93
25948,106.0,BD,CHANZY,"30,37",Appartement,28,2,93
25949,11.0,RUE,DU QUATRIEME ZOUAVE,"19,5",Appartement,20,1,93
25950,11.0,BD,ARISTIDE BRIAND,"32,11",Appartement,31,1,93
25951,3.0,RUE,ROGER RAMEAU,"60,97",Appartement,60,3,93
25952,17.0,RUE,PASCAL,"46,46",Appartement,46,2,93
25953,110.0,AV,DU PRESIDENT WILSON,"60,17",Appartement,63,3,93
25954,85.0,AV,DE ROSNY,"55,08",Appartement,55,3,93
25955,4.0,ALL,ARTHUR HONEGGER,"66,94",Appartement,68,4,93
25956,78.0,RUE,COLMET LEPINAY,"29,62",Appartement,40,2,93
25957,66.0,AV,DE LA REPUBLIQUE,"17,07",Appartement,14,1,93
25958,18.0,RUE,CONDORCET,"21,05",Appartement,25,1,93
25959,28.0,RUE,LAVOISIER,"86,72",Appartement,86,4,93
25960,19.0,RUE,DES CAILLOTS,"51,04",Appartement,51,2,93
25961,27.0,RUE,CLOTILDE GAILLARD,"53,53",Appartement,55,3,93
25962,90.0,RUE,DU MOULIN A VENT,"59,66",Appartement,60,3,93
25963,54.0,RUE,DE LA MONTAGNE SAVART,"48,42",Appartement,47,2,93
25964,1.0,RUE,LUCIEN PIRON,"96,17",Appartement,97,5,93
25965,7.0,RUE,DIDIER DAURAT,"51,49",Appartement,52,3,93
25966,28.0,RUE,DE LA REVOLUTION,"67,06",Appartement,67,3,93
25967,83.0,RUE,HOCHE,"106,25",Maison,110,5,93
25968,50.0,RUE,MOLIERE,"25,73",Appartement,25,1,93
25969,13.0,RUE,MICHELET,"34,04",Appartement,30,2,93
25970,48.0,BD,HENRI BARBUSSE,"19,71",Appartement,19,2,93
25971,46.0,RUE,DU PLATEAU,"75,69",Appartement,76,4,93
25972,24.0,RUE,HUSSENET,97,Appartement,95,4,93
25973,62.0,RUE,BERNARD GANTE,"23,75",Appartement,25,1,93
25974,3.0,RUE,DU CENTENAIRE,"30,06",Appartement,20,2,93
25975,87.0,RUE,DU SERGENT BOBILLOT,20,Appartement,20,1,93
25976,162.0,RUE,DE ROMAINVILLE,"13,39",Appartement,15,1,93
25977,14.0,PL,CARNOT,"18,02",Appartement,17,1,93
25978,8.0,ALL,GAMBETTA,"46,6",Appartement,52,3,93
25979,124.0,BD,DE LA BOISSIERE,"55,29",Appartement,62,3,93
25980,22.0,RUE,DE LA DEFENSE,"43,11",Appartement,44,2,93
25981,18.0,AV,WALWEIN,"41,16",Appartement,40,2,93
25982,11.0,RUE,BUFFON,"41,09",Appartement,41,2,93
25983,39.0,RUE,ALEXIS LEPERE,"23,4",Appartement,25,1,93
25984,18.0,RUE,DE VINCENNES,"85,36",Appartement,86,4,93
25985,27.0,RUE,ALEXIS LEPERE,"21,27",Appartement,21,1,93
25986,119.0,RUE,DE ROSNY,"76,05",Appartement,60,4,93
25987,11.0,RUE,DESIRE CHARTON,"55,66",Appartement,55,3,93
25988,101.0,RUE,JEAN LOLIVE,"63,5",Appartement,62,4,93
25989,12.0,RUE,BERNARD GANTE,"21,55",Appartement,22,1,93
25990,13.0,RUE,MARCEAU,"106,97",Appartement,107,4,93
25991,31.0,AV,DE ROSNY,"55,52",Appartement,57,3,93
25992,53.0,RUE,DU VAL D OSNE,"21,8",Appartement,22,1,94
25993,16.0,AV,ALBERT 1ER,"41,64",Appartement,41,3,94
25994,13.0,AV,DES ARTS,"304,8",Maison,300,9,94
25995,36.0,AV,FUSILLES DE CHATEAUBRIANT,"59,44",Appartement,60,3,94
25996,4.0,RUE,HALIFAX,"73,81",Appartement,76,3,94
25997,19.0,QUAI,BLANQUI,"17,54",Appartement,20,1,94
25998,29.0,AV,DE CONDE,"49,72",Appartement,51,3,94
25999,32.0,AV,DU MAL LYAUTEY,"63,67",Appartement,25,5,94
26000,49.0,RUE,MARCEL BOURDARIAS,"59,69",Appartement,57,3,94
26001,83.0,AV,DU BAC,"61,93",Appartement,62,3,94
26002,15.0,AV,BALZAC,"77,14",Maison,73,3,94
26003,89.0,RUE,CONDORCET,"19,97",Appartement,20,1,94
26004,73.0,BD,DE LA MARNE,"57,36",Appartement,48,2,94
26005,197.0,RUE,DE PARIS,"34,92",Appartement,34,2,94
26006,12.0,AV,DU NOUVEAU MONDE,"60,83",Appartement,60,3,94
26007,16.0,AV,DU GEN MALLERET JOINVILLE,"55,4",Appartement,53,3,94
26008,2.0,AV,JEAN D ESTIENNE D ORVES,"53,73",Appartement,49,3,94
26009,21.0,RUE,DE L UNION,"34,54",Appartement,35,2,94
26010,34.0,BD,DU MAL LECLERC,"50,01",Appartement,52,3,94
26011,108.0,RUE,VERON,"57,41",Appartement,57,3,94
26012,1.0,BD,DE CRETEIL,"105,1",Appartement,107,4,94
26013,71.0,RUE,CARNOT,"63,03",Appartement,63,3,94
26014,5.0,RUE,GEORGE SAND,"18,61",Appartement,21,2,94
26015,32.0,AV,MAL DE LATTRE DE TASSIGNY,"43,92",Appartement,44,2,94
26016,13.0,RUE,DE L ABBAYE,"88,53",Appartement,98,5,94
26017,71.0,RUE,CARNOT,"65,39",Appartement,65,3,94
26018,1.0,RUE,GUERIN,"32,06",Appartement,32,2,94
26019,149.0,RUE,DU MARECHAL LECLERC,"35,76",Appartement,28,2,94
26020,20.0,RUE,FELIX EBOUE,"72,52",Maison,75,4,94
26021,17.0,BD,MAURICE BERTEAUX,"46,6",Appartement,35,2,94
26022,134.0,RUE,DE PARIS,"37,21",Appartement,36,3,94
26023,13.0,RUE,ALBERT DE MUN,"59,34",Appartement,70,3,94
26024,18.0,RUE,HENRI BARBUSSE,"40,35",Appartement,40,2,94
26025,28.0,AV,JEAN JAURES,"28,06",Appartement,28,1,94
26026,2.0,AV,CHARLES PATHE,"26,25",Appartement,26,2,94
26027,95.0,AV,DU GENERAL LECLERC,"24,72",Appartement,24,2,94
26028,17.0,RUE,GABRIELLE,"41,7",Appartement,37,2,94
26029,13.0,RUE,ALBERT DE MUN,"58,03",Appartement,60,3,94
26030,56.0,AV,DU MIDI,"52,59",Appartement,52,2,94
26031,30.0,,DNE DE CHATEAU GAILLARD,"62,06",Appartement,80,4,94
26032,1.0,RUE,MARIN LA MESLEE,"81,95",Appartement,82,4,94
26033,67.0,RUE,DU MARECHAL LECLERC,"36,29",Appartement,40,3,94
26034,4.0,RUE,DU PARC,"36,88",Appartement,38,2,94
26035,3.0,RUE,DE L EGALITE,"19,6",Appartement,15,1,94
26036,11.0,RUE,DE PARIS,"48,57",Appartement,48,2,94
26037,5.0,RUE,ROGER MORDREL,"70,64",Appartement,72,4,94
26038,15.0,AV,DE CHANZY,"83,44",Appartement,82,4,94
26039,99.0,AV,DU GENERAL LECLERC,"72,1",Appartement,68,3,94
26040,2.0,PL,SALANSON,"40,48",Appartement,42,2,94
26041,2.0,RUE,BABEUF,"81,25",Appartement,82,4,94
26042,12.0,RUE,REPUBLIQUE,"20,45",Appartement,25,1,94
26043,12.0,QUAI,DU PARC,"31,39",Appartement,30,1,94
26044,7.0,AV,STINVILLE,"96,48",Appartement,96,4,94
26045,266.0,RUE,DU MARECHAL LECLERC,"9,71",Appartement,20,1,94
26046,16.0,QUAI,FERNAND SAGUET,"68,11",Appartement,67,3,94
26047,7.0,,DNE DE CHATEAU GAILLARD,"40,76",Appartement,38,2,94
26048,18.0,RUE,OLYMPE DE GOUGES,"59,6",Appartement,60,3,94
26049,1.0,RUE,BOUGLIONE,"49,7",Appartement,49,2,94
26050,47.0,RUE,MAURICE LISSAC,"44,53",Appartement,45,2,94
26051,17.0,RUE,DE LA PORTE DE BRIE,"63,4",Appartement,63,3,94
26052,56.0,RUE,DES ECOLES,"100,3",Maison,100,4,94
26053,7.0,RUE,DU GEN DE LARMINAT,50,Appartement,50,2,94
26054,56.0,RUE,VICTOR HUGO,"71,02",Appartement,71,3,94
26055,2.0,MAIL,DE LA RESISTANCE,"69,64",Appartement,70,4,94
26056,25.0,RUE,DE SEINE,33,Appartement,32,1,94
26057,6.0,RUE,MARCEL SEMBAT,"16,52",Appartement,16,1,94
26058,32.0,RUE,EDMOND NOCARD,"33,18",Appartement,35,2,94
26059,6.0,ALL,DES ACACIAS,"56,92",Appartement,63,4,94
26060,272.0,RUE,DU MARECHAL LECLERC,"14,51",Appartement,14,1,94
26061,12.0,RUE,VAUTIER,56,Appartement,56,3,94
26062,1.0,PL,DU PETIT PONT,"36,77",Appartement,35,1,94
26063,9.0,AV,DE LIEGE,"40,45",Appartement,38,2,94
26064,7.0,RUE,DE SULLY,"44,73",Appartement,48,3,94
26065,41.0,AV,DU GENERAL GALLIENI,"35,01",Appartement,26,1,94
26066,9.0,AV,FRANCIS GARNIER,"18,54",Appartement,20,1,94
26067,3.0,RUE,CLAUDE MONET,"53,6",Appartement,50,2,94
26068,7.0,RUE,DU GEN DE LARMINAT,"68,86",Appartement,69,3,94
26069,78.0,AV,DE LA REPUBLIQUE,"46,09",Appartement,42,2,94
26070,112.0,AV,DU BAC,"60,14",Appartement,59,3,94
26071,5.0,AV,DE LA GRANGE,"88,11",Appartement,89,4,94
26072,24.0,RUE,DES EPINETTES,"58,07",Appartement,57,3,94
26073,15.0,RUE,DES CHAMPS CORBILLY,"45,57",Appartement,44,2,94
26074,25.0,RUE,DE PARIS,"75,5",Appartement,76,4,94
26075,15.0,AV,DE PARIS,115,Maison,104,5,94
26076,25.0,RUE,MARCEL SEMBAT,"34,26",Appartement,35,2,94
26077,5.0,VOIE,FELIX EBOUE,"77,2",Appartement,77,4,94
26078,17.0,RUE,ADRIEN DAMALIX,"47,92",Appartement,47,3,94
26079,18.0,RUE,BLANCHE,"47,68",Appartement,47,3,94
26080,10.0,RUE,MARIUS DELCHER,"83,15",Appartement,82,3,94
26081,53.0,RUE,DU VAL D OSNE,"50,43",Appartement,49,3,94
26082,103.0,RUE,DU MARECHAL LECLERC,"29,57",Appartement,30,1,94
26083,89.0,RUE,DE NORMANDIE,"23,84",Appartement,23,1,94
26084,3.0,RUE,PRESIDENT KENNEDY,"77,65",Appartement,78,4,94
26085,118.0,AV,MAHIEU,"28,8",Appartement,30,1,94
26086,74.0,AV,GABRIEL PERI,"60,81",Appartement,58,3,94
26087,137.0,RUE,DE PARIS,"38,4",Appartement,40,2,94
26088,29.0,RUE,PIERRON,"86,42",Appartement,87,4,94
26089,91.0,AV,LAFERRIERE,"38,39",Appartement,38,2,94
26090,95.0,AV,DU GENERAL LECLERC,"24,42",Appartement,26,2,94
26091,16.0,QUAI,FERNAND SAGUET,"23,25",Appartement,24,1,94
26092,95.0,RUE,ETIENNE DOLET,"71,27",Appartement,64,3,94
26093,51.0,AV,JOFFRE,"28,2",Appartement,27,1,94
26094,13.0,RUE,PAUL ELUARD,"45,07",Appartement,47,3,94
26095,1.0,SQ,BENJAMIN MOLOISE,"45,9",Appartement,45,2,94
26096,31.0,RUE,DE L UNION,"32,52",Appartement,34,2,94
26097,3.0,RUE,VASSAL,"19,64",Appartement,20,1,94
26098,5.0,RUE,HALIFAX,"77,56",Appartement,76,3,94
26099,50.0,AV,DE LA LIBERATION,"49,26",Appartement,48,2,94
26100,55.0,RUE,BOURDIGNON,"62,15",Appartement,62,3,94
26101,22.0,CHE,LATERAL,"118,02",Appartement,102,3,94
26102,9.0,RUE,DU GAL DE LACHARRIERE,"76,81",Appartement,78,3,94
26103,23.0,RUE,PIERRE SEMARD,"17,08",Appartement,37,2,94
26104,9.0,RUE,JOSEPH FRANCESCHI,"67,09",Appartement,68,3,94
26105,30.0,AV,DE BOISSY,"43,31",Appartement,43,2,94
26106,41.0,RUE,RASPAIL,"73,01",Appartement,74,3,94
26107,1.0,ALL,MARGUERITE YOURCENAR,"53,93",Appartement,57,2,94
26108,158.0,AV,DU GENERAL LECLERC,"46,96",Appartement,33,3,94
26109,9.0,RUE,EMILE GOEURY,"23,57",Appartement,24,1,94
26110,5.0,RUE,EMMANUEL KANT,29,Appartement,29,1,94
26111,158.0,AV,DU GENERAL LECLERC,"55,01",Appartement,53,3,94
26112,21.0,SQ,EDISON,"65,18",Appartement,65,3,94
26113,158.0,AV,DU GENERAL LECLERC,"46,48",Appartement,33,3,94
26114,6.0,AV,MAL DE LATTRE DE TASSIGNY,"71,78",Appartement,72,3,94
26115,3.0,ALL,MOULIN DES CORBEAUX,"49,27",Appartement,49,2,94
26116,9.0,RUE,DU CHATEAU,"67,36",Appartement,70,3,94
26117,3.0,AV,LEOPOLD SEDAR SENGHOR,"70,2",Appartement,70,3,94
26118,12.0,RUE,DE LA PLUMERETTE,"57,21",Appartement,56,3,94
26119,48.0,AV,DE TUNIS,"28,45",Appartement,31,1,94
26120,84.0,RUE,ETIENNE DOLET,"56,02",Appartement,48,3,94
26121,44.0,RUE,RASPAIL,"60,25",Appartement,59,3,94
26122,26.0,RUE,EMILE EUDES,"36,4",Appartement,38,3,94
26123,1.0,RUE,CHABERT,"38,73",Appartement,38,2,94
26124,39.0,RUE,DELAPORTE,"63,02",Appartement,63,4,94
26125,231.0,AV,DU GENERAL LECLERC,"63,02",Appartement,48,3,94
26126,39.0,RUE,RAYMOND JACLARD,"50,3",Appartement,50,2,94
26127,56.0,AV,MAGELLAN,"76,1",Appartement,75,4,94
26128,98.0,AV,MAL DE LATTRE DE TASSIGNY,"21,02",Appartement,20,1,94
26129,13.0,RUE,DE PARIS,"20,08",Appartement,25,1,94
26130,73.0,RUE,DE CHARENTON,"34,21",Appartement,25,1,94
26131,5.0,VOIE,FELIX EBOUE,"58,8",Appartement,58,3,94
26132,11.0,RUE,DES BUTTES,"40,77",Appartement,49,3,94
26133,113.0,AV,GAMBETTA,"77,89",Appartement,78,4,94
26134,1.0,RUE,DE PROVENCE,"70,04",Appartement,70,4,94
26135,32.0,RUE,DES REMISES,"55,41",Appartement,90,4,94
26136,29.0,RUE,EUGENE SUE,"64,54",Appartement,75,3,94
26137,14.0,AV,DU MIDI,"45,25",Appartement,45,2,94
26138,47.0,RUE,MAURICE LISSAC,"45,68",Appartement,45,2,94
26139,29.0,AV,GAMBETTA,"31,04",Appartement,32,1,94
26140,14.0,AV,DU PROFESSEUR CADIOT,"74,34",Appartement,74,4,94
26141,12.0,RUE,DU DAUPHINE,"49,68",Appartement,49,3,94
26142,3.0,AV,GENERAL DE GAULLE,"68,79",Appartement,68,3,94
26143,17.0,RUE,DE LA PLUMERETTE,"52,09",Appartement,52,2,94
26144,10.0,RUE,DE LA PERCHE,"35,99",Appartement,36,2,94
26145,21.0,RUE,VICTOR HUGO,"60,9",Appartement,65,3,94
26146,1.0,PL,DU PETIT PONT,"53,11",Appartement,52,2,94
26147,57.0,AV,GEORGES CLEMENCEAU,"66,47",Appartement,69,4,94
26148,42.0,AV,DE BONNEUIL,"69,05",Appartement,71,3,94
26149,1.0,RUE,DELERUE,"16,75",Appartement,12,1,94
26150,40.0,RUE,DES SARRAZINS,"88,93",Appartement,89,4,94
26151,26.0,RUE,SAINT HILAIRE,"71,47",Appartement,70,3,94
26152,21.0,BD,DU MAL LECLERC,60,Appartement,59,3,94
26153,3.0,BD,DU GENERAL FERRIE,"52,2",Appartement,53,2,94
26154,52.0,AV,DU GENERAL DE GAULLE,"53,4",Appartement,59,3,94
26155,41.0,AV,MARINVILLE,"57,6",Appartement,53,2,94
26156,18.0,AV,DES SAPINS,"18,06",Appartement,25,1,94
26157,121.0,RUE,MARCELIN BERTHELOT,"90,67",Maison,92,5,94
26158,37.0,AV,DES FALONNIERES,"79,36",Appartement,81,5,94
26159,50.0,AV,DE L ALMA,"54,86",Appartement,58,3,94
26160,37.0,QUAI,CARRIERES,"66,75",Appartement,67,3,94
26161,35.0,AV,DE GRAVELLE,"17,81",Appartement,20,1,94
26162,22.0,RUE,DE COTONOU,"64,39",Appartement,64,3,94
26163,52.0,QUAI,FERNAND SAGUET,"44,43",Appartement,42,2,94
26164,3.0,RUE,PRESIDENT KENNEDY,"60,6",Appartement,58,3,94
26165,54.0,RUE,LOUIS BRAILLE,"31,28",Appartement,30,2,94
26166,74.0,RUE,CHEVREUL,"52,23",Appartement,54,2,94
26167,9.0,RUE,GABRIEL FAURE,"75,25",Appartement,75,4,94
26168,12.0,RUE,DU PRESIDENT KENNEDY,"67,26",Appartement,66,3,94
26169,48.0,RUE,GROUPE MANOUCHIAN,"44,28",Appartement,44,2,94
26170,10.0,AV,JOYEUSE,"84,6",Appartement,85,4,94
26171,9.0,AV,FRANCIS GARNIER,"26,8",Appartement,30,1,94
26172,59.0,RUE,DU MARECHAL LECLERC,"39,4",Appartement,46,3,94
26173,10.0,RUE,DE SULLY,"81,12",Appartement,80,4,94
26174,35.0,RUE,GABRIEL PERI,"56,8",Appartement,51,2,94
26175,42.0,RUE,DE PARIS,"38,94",Appartement,35,2,94
26176,25.0,RUE,DE VERDUN,"24,97",Appartement,24,1,94
26177,21.0,RUE,VICTOR HUGO,"26,04",Appartement,46,2,94
26178,2.0,QUAI,PIERRE BROSSOLETTE,"43,93",Appartement,112,7,94
26179,85.0,AV,FOCH,"57,8",Appartement,55,3,94
26180,40.0,AV,DU COLONEL FABIEN,"60,02",Appartement,60,3,94
26181,9.0,AV,FRANCOIS MITTERRAND,"18,09",Appartement,18,1,94
26182,92.0,RUE,VAILLANT COUTURIER,"33,63",Appartement,16,1,94
26183,14.0,AV,DU PROFESSEUR CADIOT,"73,25",Appartement,73,4,94
26184,8.0,RUE,CHARLES DE GAULLE,"44,26",Appartement,55,3,94
26185,19.0,QUAI,BLANQUI,"19,05",Appartement,23,1,94
26186,9.0,RUE,FRAGONARD,"26,88",Appartement,26,2,94
26187,22.0,RUE,SAINT FIACRE,"80,71",Appartement,83,2,94
26188,152.0,RUE,DE PARIS,"35,72",Appartement,16,1,94
26189,12.0,AV,DU CHATEAU,"37,7",Appartement,37,2,94
26190,106.0,AV,DU GENERAL DE GAULLE,"24,02",Appartement,24,1,94
26191,7.0,RUE,SAINT SIMON,"66,4",Appartement,67,3,94
26192,21.0,RUE,DE VERDUN,24,Appartement,25,2,94
26193,29.0,,DNE DE CHATEAU GAILLARD,"60,9",Appartement,69,4,94
26194,5.0,RUE,ROGER MORDREL,"67,51",Appartement,68,4,94
26195,12.0,VLA,ST PIERRE,"55,68",Appartement,55,3,94
26196,96.0,AV,DU GENERAL LECLERC,"47,16",Appartement,45,3,94
26197,1.0,VLA,MONTGOLFIER,"37,27",Appartement,36,2,94
26198,18.0,RUE,ARISTIDE BRIAND,"82,51",Appartement,82,4,94
26199,23.0,RUE,CARNOT,"13,08",Appartement,20,1,94
26200,93.0,AV,LAFERRIERE,"17,33",Appartement,19,1,94
26201,4.0,RUE,MARTHE CHENAL,"21,22",Appartement,23,1,94
26202,83.0,RUE,DU 11 NOVEMBRE 1918,"63,51",Appartement,63,3,94
26203,28.0,RUE,EUGENE RENAULT,"65,11",Appartement,65,3,94
26204,41.0,AV,MAL DE LATTRE DE TASSIGNY,"88,55",Appartement,72,4,94
26205,7.0,RUE,MERCURE,"81,55",Appartement,83,5,94
26206,89.0,RUE,VERON,"31,08",Appartement,31,2,94
26207,9.0,SQ,JEAN PIERRE MARTINEZ,"61,8",Appartement,67,3,94
26208,11.0,AV,DU BOIS GUIMIER,"49,01",Appartement,49,2,94
26209,43.0,RUE,DE VERDUN,"105,77",Appartement,106,4,94
26210,46.0,RUE,DE LA BELLE IMAGE,"37,75",Appartement,38,2,94
